NAME,RUNID,EVENTID,START,EVENTMJD,I3TYPE,RA,DEC,RA_ERR_PLUS,RA_ERR_MINUS,DEC_ERR_PLUS,DEC_ERR_MINUS,ENERGY,FAR,SIGNAL,CASCADE_SCR,SKIMMING_SCR,START_SCR,STOP_SCR,THRGOING_SCR,CR_VETO,OTHER_I3TYPES
IC191001A,133119,22683750,2019-10-01 20:09:18.174021,58757.8397936808,gfu-gold,313.99,12.79,6.94,2.46,1.65,1.64,218.0,0.86,0.59,3.22e-05,2.21e-10,1.0,6.14e-09,9.03e-07,FALSE,gfu-bronze
IC191119A,133331,47828126,2019-11-19 01:01:29.382820,58806.04270119005,gfu-gold,229.31,3.77,5.49,4.97,2.47,2.24,177.0,1.54,0.451,2.54e-08,2.41e-07,0.000172,9.60999999999999e-06,1.0,FALSE,gfu-bronze
IC191122A,133348,80807014,2019-11-22 22:45:10.495756,58809.94803814533,gfu-bronze,27.03,0.07,1.98,2.72,1.08,1.57,127.0,3.13,0.329,5.35e-08,1.9e-07,0.000216,7.18e-05,1.0,FALSE,None
IC191204A,133394,27261780,2019-12-04 22:46:11.315031,58821.94874207213,gfu-bronze,80.16,2.87,2.42,1.98,1.05,0.97,130.0,3.22,0.326,1.73e-06,4.71e-07,0.0116,0.00055,0.988,FALSE,None
IC191215A,133433,29047901,2019-12-15 11:09:57.632291,58832.46525037375,gfu-bronze,286.83,58.45,2.27,1.92,2.08,1.86,133.0,0.34,0.476,1.95e-14,6.86e-10,7.51e-06,5.24e-07,1.0,FALSE,None
IC191231A,133572,82361476,2019-12-31 11:00:06.079026,58848.45840369244,gfu-bronze,48.47,20.11,5.98,7.65,4.48,3.73,156.0,1.55,0.464,4.87e-08,0.000102,7.64e-05,0.000108,1.0,FALSE,None
IC200109A,133609,37927131,2020-01-09 23:41:39.938424,58857.98726780584,gfu-gold,165.45,11.8,3.6,4.39,1.18,1.29,375.0,0.64,0.769,5.19e-12,2.2e-06,2.1e-08,2.21e-05,1.0,FALSE,gfu-bronze
IC200117A,133634,1410505,2020-01-17 11:08:29.690655,58865.46423253074,gfu-bronze,116.02,29.18,0.79,1.19,0.86,0.81,108.0,1.93,0.375,3.83e-12,3.18e-08,5.09e-06,1.1e-05,1.0,FALSE,None
IC200120A,133644,43767651,2020-01-20 18:48:18.558693,58868.78354813303,gfu-bronze,67.41,-14.59,0.4,0.31,0.23,0.27,6055.0,0.37,0.314,2.31e-05,6.09e-05,0.000504,9.45e-05,0.999,TRUE,None
IC200410A,133945,24635982,2020-04-10 23:19:55.489386,58949.97217001604,gfu-bronze,242.58,11.61,10.2,10.2,7.83,6.19,110,2.55,0.305,1.2e-09,2.04e-07,6.8e-05,1.12e-05,1.0,FALSE,None
IC200421A,133985,60770138,2020-04-21 00:35:24.240594,58960.02458611799,gfu-bronze,87.93,8.23,3.43,2.81,2.08,1.81,127,2.79,0.333,1.16e-08,4.38e-12,1.0,8.82999999999999e-11,5.19e-08,FALSE,None
IC200425A,134013,16038252,2020-04-25 23:26:46.349615,58964.97692534277,gfu-bronze,99.97,53.72,4.76,3.0,2.25,1.69,135,0.52,0.481,4.76e-17,2.03e-10,5.53e-10,1.61e-09,1.0,FALSE,None
IC200512A,134081,58268464,2020-05-12 07:31:27.758794,58981.31351572679,gfu-bronze,295.18,15.79,1.67,2.24,1.24,1.28,109,2.61,0.322,4.44e-10,2.63e-08,7.54e-05,3.16e-06,1.0,FALSE,None
IC200523A,134116,58596690,2020-05-23 02:30:07.595120,58992.10425457315,gfu-bronze,338.64,1.75,9.98,6.02,1.79,3.51,105,4.91,0.25,2.71e-09,6.66e-08,4.29e-05,1.2e-05,1.0,FALSE,None
IC200530A,134139,35473338,2020-05-30 07:54:29.433350,58999.32950733045,ehe-gold,255.37,26.61,2.46,2.55,2.32,3.25,82,1.95,0.59,3.89e-10,9.9e-07,2.09e-06,2.6e-06,1.0,FALSE,None
IC200614A,134187,72386329,2020-06-14 12:41:21.419061,59014.52872012802,gfu-bronze,33.84,31.61,4.79,6.37,2.71,2.25,115,1.48,0.415,2.11e-05,1.08e-09,1.0,4.09e-10,2.87e-08,FALSE,None
IC200615A,134191,17593623,2020-06-15 14:49:17.376954,59015.61756223327,gfu-gold,142.95,3.66,1.14,1.41,1.16,1.01,496,0.29,0.828,2.04e-07,5.64e-07,6.66999999999999e-05,2.94e-05,1.0,FALSE,"ehe-gold,gfu-bronze"
IC200620A,134207,33533447,2020-06-20 03:03:32.281902,59020.12745696646,gfu-bronze,162.11,11.95,0.62,0.92,0.61,0.46,114,2.32,0.325,3.51e-07,1.46e-07,0.00251,0.000974,0.997,FALSE,None
IC200806A,134354,59221243,2020-08-06 13:50:56.434581,59067.57704206692,gfu-bronze,157.25,47.75,1.17,0.87,0.64,0.59,107,0.79,0.397,1.29e-08,5.75e-10,0.0405,7.73e-05,0.959,FALSE,None
IC200911A,134482,27754576,2020-09-11 14:19:46.231447,59103.59706286398,gfu-bronze,51.11,38.11,4.39,10.99,2.31,1.97,111,0.97,0.408,1.23e-08,0.548,0.000699,1.9e-06,0.451,FALSE,None
IC200916A,134498,12605830,2020-09-16 20:40:30.957162,59108.8614694116,gfu-bronze,109.78,14.36,1.05,1.41,0.85,0.81,110,2.48,0.322,6.98e-08,4.1e-11,1.0,1.83e-10,4.46e-06,FALSE,None
IC200921A,134512,71996695,2020-09-21 19:07:12.893393,59113.79667700687,gfu-bronze,195.29,26.24,2.33,1.71,1.46,1.73,117,1.59,0.409,8.24e-13,1.35e-07,4.68e-07,5.31e-06,1.0,FALSE,None
IC200926A,134533,53384881,2020-09-26 07:54:11.620667,59118.32930116513,ehe-gold,96.46,-4.33,0.7,0.53,0.6,0.75,670,0.54,0.44,3.76e-05,1.19e-07,1.0,1.12e-08,7.18e-06,FALSE,hese-bronze
IC200926B,134535,41069485,2020-09-26 22:35:29.229021,59118.94131052108,gfu-bronze,184.75,32.93,3.65,1.54,1.16,0.88,121,1.29,0.434,7.48e-11,3.46e-09,3.84e-08,4.58e-05,1.0,FALSE,None
IC200929A,134552,68615710,2020-09-29 17:48:36.839240,59121.74209304676,gfu-gold,29.53,3.47,0.53,0.53,0.71,0.34,183,1.41,0.475,4.37e-08,1.25e-07,0.00278,0.00016,0.997,FALSE,gfu-bronze
IC201007A,134577,31638233,2020-10-07 22:01:49.286503,59129.91793155675,gfu-gold,265.17,5.34,0.48,0.48,0.3,0.19,683,0.26,0.885,1.31e-07,1.5e-08,0.0469,0.000186,0.953,FALSE,"ehe-gold,gfu-bronze"
IC201014A,134599,66310113,2020-10-14 02:13:27.531912,59136.0926797675,gfu-bronze,221.22,14.44,0.97,1.19,0.66,0.46,147,1.71,0.414,5.38e-05,2.02e-07,1.0,1.29e-08,3.92e-06,FALSE,hese-bronze
IC201021A,134621,31008065,2020-10-21 06:37:47.483149,59143.27624401794,gfu-bronze,260.82,14.55,1.71,1.67,1.31,0.69,105,2.99,0.297,1.44e-12,4.9e-08,2.17e-07,1.32e-07,1.0,FALSE,None
IC201114A,134698,40735501,2020-11-14 15:05:31.964633,59167.62884218325,gfu-gold,105.73,5.87,0.92,1.27,1.05,1.01,214,0.92,0.562,4.24e-09,6.83e-07,8.32e-06,2.06e-05,1.0,FALSE,gfu-bronze
IC201115A,134699,70289682,2020-11-15 02:07:26.213474,59168.08849784114,gfu-gold,195.12,1.38,1.23,1.45,1.27,1.08,177,1.52,0.46,1.46e-09,2.28e-07,3.21e-05,5.59e-07,1.0,FALSE,gfu-bronze
IC201120A,134715,65785778,2020-11-20 09:44:40.556529,59173.40602495983,gfu-bronze,307.66,40.72,5.19,5.68,5.02,2.75,154,0.29,0.503,6.9e-13,2.56e-08,2.49e-07,1.12e-05,1.0,FALSE,None
IC201130A,134751,31476488,2020-11-30 20:21:46.475580,59183.84845457848,ehe-gold,30.54,-12.1,1.1,1.27,1.14,1.11,203,1.32,0.15,0.000122,0.00077,0.00433,0.00149,0.993,FALSE,None
IC201209A,134777,8912764,2020-12-09 10:15:43.943730,59192.42759194133,ehe-gold,6.86,-9.25,1.01,1.19,0.94,1.1,419,0.77,0.19,3.61e-05,1.4e-10,1.0,4.24e-10,9.75999999999999e-09,FALSE,None
IC201221A,134817,29175858,2020-12-21 12:36:53.454901,59204.52561869099,gfu-gold,261.69,41.81,2.28,2.46,1.25,1.14,175,0.15,0.564,2.93e-14,2.21e-10,2.07e-08,4.61e-05,1.0,FALSE,gfu-bronze
IC201222A,134818,73718836,2020-12-22 00:56:16.144536,59205.03907574695,gfu-gold,206.37,13.44,0.88,0.75,0.54,0.34,186,1.01,0.534,2.66e-07,1.09e-06,0.00192,1.21e-05,0.998,FALSE,"ehe-gold,gfu-bronze"
IC210210A,134979,17138286,2021-02-10 11:53:55.646044,59255.49578294034,gfu-gold,206.06,4.78,1.36,0.92,0.52,0.6,287,0.46,0.655,2.64e-05,8.05999999999999e-05,9.38e-05,0.000744,0.999,False,"ehe-gold,gfu-bronze"
IC210503A,135251,10024822,2021-05-03 22:19:32.960612,59337.93024259968,gfu-bronze,143.53,41.81,8.26,5.63,6.03,5.45,111,0.66,0.414,4.34e-13,7.85e-09,1.82e-08,5.87e-06,1.0,False,None
IC210510A,135270,69188496,2021-05-10 04:50:10.738869,59344.20151318136,gfu-bronze,268.42,3.81,1.41,1.58,0.6,0.67,113,3.94,0.281,2.65e-06,8.65e-07,0.00112,6.66e-05,0.999,False,None
IC210516A,135292,56063172,2021-05-16 14:38:20.337025,59350.60995760446,gfu-bronze,91.76,9.52,0.97,0.97,0.53,0.45,109,3.1,0.289,7.13e-06,4.43e-07,0.07,0.000132,0.93,False,None
IC210608A,135363,69917294,2021-06-08 03:41:00.975068,59373.15348350774,gfu-bronze,337.41,18.37,4.92,10.46,3.2,4.22,105,3.07,0.315,2.79e-11,1.26e-06,2.06e-07,2.55e-05,1.0,False,None
IC210629A,135440,3139778,2021-06-29 18:09:44.225537,59394.75676186965,gfu-bronze,340.75,12.94,1.05,2.2,0.92,0.84,121,2.08,0.351,1.37e-08,9.39999999999999e-08,0.00082,2.07e-05,0.999,False,None
IC210717A,135504,28341937,2021-07-17 15:44:59.100570,59412.65623958994,hese-bronze,46.49,-1.34,2.37,2.55,3.36,3.06,127,0.69,0.39,3.53e-07,1.33e-10,1.0,9.34e-11,2.88e-09,False,None
IC210730A,135553,7213992,2021-07-30 22:12:40.629541,59425.92547024933,gfu-bronze,105.73,14.79,1.93,1.85,0.85,0.85,109,2.54,0.319,9.34999999999999e-09,9.88e-08,0.0126,0.000223,0.987,False,None
IC210811A,135591,36044887,2021-08-11 02:02:44.037543,59437.08523191601,gfu-gold,270.79,25.28,1.05,1.05,0.82,0.74,218,0.69,0.658,5.5e-12,1.44e-08,0.000112,1.11e-06,1.0,False,gfu-bronze
IC210922A,135736,30987826,2021-09-22 18:17:20.948096,59479.76204801038,gfu-gold,60.73,-4.18,0.88,0.62,0.52,0.37,751,0.15,0.925,3.59e-06,3.42e-09,0.536,1.12e-05,0.464,False,"ehe-gold,gfu-bronze"
IC211023A,135832,55176071,2021-10-23 08:31:18.317772,59510.35507312237,gfu-bronze,253.3,-1.72,0.97,1.05,1.05,1.12,121,3.21,0.326,1.72e-08,1.37e-08,9.27e-05,2.76e-05,1.0,False,None
IC211116A,135906,30719293,2021-11-16 10:33:16.052476,59534.43976912589,gfu-bronze,42.45,0.15,1.32,1.49,0.9,0.97,161,1.94,0.402,1.85e-07,2.5e-06,1.31e-06,0.00023,1.0,False,None
IC211117A,135908,43512334,2021-11-17 03:50:57.184,59535.16038407407,gfu-gold,225.35,-0.07,0.71,0.79,0.48,0.49,195,1.17,0.526,8.56e-08,1.29e-08,0.0388,0.000213,0.961,False,gfu-bronze
IC211123A,135930,15193553,2021-11-23 14:25:22.607102,59541.60095610072,gfu-bronze,265.52,7.33,3.69,3.16,2.48,2.34,142,2.57,0.356,1.57e-08,6.26e-08,2.03e-05,3.34e-06,1.0,False,None
IC211125A,135936,74588253,2021-11-25 06:22:21.556349,59543.26552727257,gfu-bronze,43.59,22.59,3.43,2.72,2.48,1.46,118,1.97,0.39,7.15e-07,7.44e-06,0.966,0.000288,0.0334,False,None
IC211208A,136015,21306805,2021-12-08 20:02:51.091465,59556.83531355863,gfu-bronze,114.52,15.56,2.72,2.46,1.39,1.79,171,1.2,0.502,5.95e-09,9.38e-07,0.000132,4.05e-05,1.0,False,None
IC211216A,136055,348073,2021-12-16 07:07:38.137936,59564.29696918908,gfu-bronze,316.05,15.79,2.55,1.93,1.62,1.24,113,2.37,0.343,1.5e-07,3.54e-08,0.999,4.74e-08,0.00104,False,None
IC211216B,136057,6147475,2021-12-16 23:41:13.939514,59564.98696689253,gfu-bronze,199.34,17.04,1.58,1.76,1.32,1.33,113,2.39,0.346,2.04e-09,1.18e-06,6.07e-06,2.54e-05,1.0,False,None
IC220115A,136170,48281000,2022-01-15 12:11:39.754405,59594.50809900933,gfu-bronze,357.45,25.28,1.67,1.14,0.9,0.99,110,2.09,0.37,9.54e-13,6.38e-08,2.46e-06,1.13e-07,1.0,False,None
IC220202A,136241,22093816,2022-02-02 11:48:38.589041,59612.49211329909,ehe-gold,21.36,-3.88,1.05,0.7,0.6,0.37,151,1.93,0.206,0.000176,1.2e-06,0.253,0.000502,0.746,False,None
IC220205A,136249,27650203,2022-02-05 00:22:39.739625,59615.01573772715,gfu-bronze,216.12,15.56,3.16,3.69,2.62,3.2,110,2.52,0.322,6.63e-12,6.97e-07,3.72e-07,3.23e-06,1.0,False,None
IC220205B,136260,4895987,2022-02-05 20:08:10.590,59615.83901145833,gfu-gold,267.01,-3.66,0.67,0.56,0.41,0.5,216,0.73,0.595,1.42e-06,1.98e-07,0.0115,0.00013,0.988,False,gfu-bronze
IC220221A,136348,65788242,2022-02-21 00:42:19.118797,59631.02938794905,hese-gold,287.84,20.74,4.57,4.39,2.22,4.46,157,0.36,0.673,8.07e-07,2.55e-07,0.999,6.45e-08,0.00117,False,hese-bronze
IC220225A,136366,14203460,2022-02-25 14:12:00.684265,59635.59167458641,gfu-bronze,34.72,0.0,3.16,2.55,1.42,1.79,154,2.33,0.378,0.0,1.0,0.0,0.0,0.0,False,None
IC220303A,136385,7450363,2022-03-03 18:00:07.621977,59641.75008821733,gfu-gold,267.8,11.42,1.49,1.14,1.06,0.84,398,0.54,0.764,1.1e-08,3.65e-07,0.000498,0.000165,0.999,False,"ehe-gold,gfu-bronze"
IC220304A,136388,4701751,2022-03-04 17:44:12.213316,59642.73903024672,gfu-gold,48.78,4.48,8.09,6.5,5.0,6.25,263,0.58,0.631,3.86e-07,2.84e-05,0.000194,0.000195,1.0,False,gfu-bronze
IC220306A,136392,25495567,2022-03-06 03:46:37.067739,59644.15737346921,gfu-gold,314.82,8.61,0.53,0.44,0.53,0.45,413,0.45,0.774,1.62e-07,3.2e-07,0.000308,5.63e-05,1.0,False,"ehe-gold,gfu-bronze"
IC220317A,136441,11435033,2022-03-17 02:32:17.682850,59655.10576021818,gfu-bronze,155.74,11.19,2.2,1.67,1.37,0.99,133,1.9,0.365,4.79e-10,1.82e-09,0.00231,1.14e-05,0.998,False,None
IC220405A,136504,1833389,2022-04-05 04:57:26.115707,59674.20655226513,gfu-bronze,134.47,-1.27,1.67,1.67,0.97,1.42,122,3.28,0.323,2.54e-06,3.8e-07,0.15,0.000546,0.849,False,None
IC220405B,136506,15341152,2022-04-05 22:20:03.412949,59674.93059505728,gfu-bronze,320.62,29.06,1.32,1.05,0.68,0.94,106,2.02,0.364,4.74e-12,5.23e-07,2.96e-08,1.05e-05,1.0,False,None
IC220421A,136556,43687362,2022-04-21 05:20:18.257483,59690.22243353568,gfu-bronze,113.64,5.83,3.69,2.72,1.65,2.18,155,2.28,0.375,6.42e-10,5.68e-08,7.92e-06,1.08e-05,1.0,False,None
IC220424A,136565,2186969,2022-04-24 01:06:24.063851,59693.04611185014,gfu-gold,346.11,8.91,1.23,1.32,0.98,0.91,184,1.21,0.497,4.61e-09,2.92e-08,1.68e-05,4.45e-05,1.0,False,gfu-bronze
IC220425A,136568,17854328,2022-04-25 02:44:57.815961,59694.11455805511,ehe-gold,268.24,-10.73,1.93,1.58,1.45,1.67,604,0.57,0.169,3.91e-05,4.24e-05,0.000446,2.28e-05,0.999,False,None
IC220501A,136588,56014830,2022-05-01 22:50:58.635440,59700.95206753982,gfu-bronze,311.57,18.68,0.79,1.05,0.86,1.03,127,2.11,0.396,4.45e-09,4.73e-08,0.0126,1.18e-05,0.987,False,None
IC220509A,136615,14688828,2022-05-09 18:19:04.116187,59708.7632420855,gfu-gold,334.25,5.38,1.93,1.41,1.65,1.58,177,1.53,0.446,4.41e-06,6.35e-06,0.0007,0.0065,0.993,False,gfu-bronze
IC220513A,136627,61640402,2022-05-13 23:23:12.606408,59712.97445146306,gfu-gold,224.03,-1.34,1.32,1.23,0.75,0.67,208,0.94,0.56,8.98e-10,8.93e-10,0.000227,3.68e-06,1.0,False,gfu-bronze
IC220524A,136662,35405932,2022-05-24 07:41:32.185352,59723.32051140454,gfu-bronze,47.2,-3.28,4.75,2.46,0.82,0.82,116,2.86,0.336,4.96e-06,2.62e-05,0.0121,2.41e-05,0.988,False,None
IC220624A,136766,7637140,2022-06-24 16:13:16.405259,59754.67588432013,gfu-gold,224.12,41.31,2.2,1.93,1.47,1.5,193,0.17,0.609,0.0,1.0,0.0,0.0,0.0,False,gfu-bronze
IC220627A,136775,22443736,2022-06-27 17:51:54.275870,59757.74437819295,gfu-bronze,165.59,5.3,2.81,5.89,1.65,1.8,126,3.45,0.314,7.15e-09,1.82e-08,1.88e-05,3.1e-06,1.0,False,None
IC220629A,136783,66879340,2022-06-29 23:51:31.692950,59759.99411681655,gfu-bronze,163.92,4.33,0.79,0.62,0.3,0.45,119,3.64,0.301,4.95e-06,1.14e-06,0.00197,6.05e-05,0.998,False,None
IC220822A,136973,28816141,2022-08-22 20:26:30.030017,59813.85173645854,gfu-bronze,273.08,21.54,2.46,2.46,1.12,0.89,115,2.01,0.383,2.01e-06,5.89e-11,1.0,8.96e-10,1.23e-07,False,None
IC220907A,137019,70165712,2022-09-07 06:46:47.515983,59829.28249439796,gfu-bronze,224.81,44.7,2.04,1.94,0.99,0.89,128,0.46,0.46,1.71e-05,1.35e-08,1.0,8.47e-09,3.4e-06,False,None
IC220918A,137065,22012496,2022-09-18 12:46:05.322758,59840.53200605045,gfu-bronze,75.15,3.58,4.22,3.34,3.51,4.12,168,1.71,0.418,5.52e-09,1.57e-05,7.12e-05,0.000112,1.0,False,None
IC220928A,137096,70551815,2022-09-28 12:32:38.300221,59850.52266551182,gfu-bronze,207.42,10.43,1.41,2.46,0.91,0.91,143,1.99,0.378,5.92e-08,3.35e-10,0.638,3.13e-06,0.362,False,None
IC221104A,137217,75180896,2022-11-04 06:10:08.180770,59887.25703912928,gfu-bronze,209.62,15.09,0.7,0.88,0.77,0.77,109,2.63,0.316,2.27e-05,3.63e-08,0.989,5.35e-07,0.0114,False,None
IC221124A,137296,24212476,2022-11-24 15:46:02.269293,59907.65697070942,gfu-bronze,298.92,3.73,2.46,3.52,1.2,0.97,144,2.79,0.35,0.000227,2.13e-06,0.996,0.000279,0.00324,False,None
IC221210A,137350,7930341,2022-12-10 08:35:11.239203,59923.35776897227,gfu-bronze,332.58,22.75,10.46,10.81,4.46,8.55,165,0.95,0.508,2.41e-08,1.81e-06,0.00103,0.00013,0.999,False,None
IC221216A,137390,43495485,2022-12-16 06:00:14.017752,59929.2501622425,gfu-bronze,6.86,10.43,1.05,2.02,1.06,1.52,156,1.59,0.414,5.43e-11,4.19e-07,3.73e-05,7.88999999999999e-05,1.0,False,None
IC221223A,137467,64735045,2022-12-23 07:43:00.520,59936.3215337963,gfu-gold,349.63,34.32,0.82,1.09,0.67,0.52,353,0.25,0.795,1.83e-15,2.92e-09,3.13e-09,5.36e-09,1.0,False,gfu-bronze
IC221224A,137469,77414913,2022-12-24 00:55:09.290918,59937.03830197822,gfu-bronze,335.74,1.42,0.97,0.7,0.3,0.37,111,4.12,0.278,7.47999999999999e-08,1.34e-07,0.00248,2.4e-05,0.997,False,None
IC221229A,137487,35344578,2022-12-29 07:25:27.884369,59942.30935051353,gfu-gold,31.9,4.18,1.67,1.49,0.82,1.35,205,1.01,0.544,3.73e-06,2.31e-09,1.0,2.28e-08,1.84e-06,False,gfu-bronze
IC230112A,137537,52990531,2023-01-12 06:44:50.603724,59956.28114124681,gfu-bronze,24.35,0.9,1.41,1.67,1.19,0.6,111,4.05,0.284,8.49e-05,1.57e-06,0.187,0.000211,0.813,False,None
IC230122A,137571,16496893,2023-01-22 03:50:02.000612,59966.15974537747,gfu-bronze,16.79,7.78,3.52,2.64,3.53,3.56,108,3.62,0.273,2.08e-10,6.08e-09,0.000382,4.1e-05,1.0,False,None
IC230201A,137603,30799022,2023-02-01 06:20:54.421489,59976.26451876725,gfu-bronze,345.41,12.1,2.37,3.6,1.52,1.61,121,2.07,0.348,2.81e-10,5.87e-09,0.000107,4.96e-06,1.0,False,None
IC230217A,137661,22129736,2023-02-17 20:49:43.375551,59992.86786314296,hese-bronze,124.54,20.74,1.58,3.52,2.38,2.49,55,1.88,0.454,1.8e-05,2.45e-08,1.0,5.01e-07,0.000248,False,None
IC230220A,137668,51133257,2023-02-20 07:39:10.800,59995.318875,gfu-bronze,359.03,3.13,0.71,0.7,0.42,0.54,152,2.52,0.364,2.58e-06,1.16e-07,0.227,9.03e-05,0.773,False,None
IC230306A,137711,79205800,2023-03-06 10:59:30.413953,60009.45799090224,gfu-gold,72.86,34.23,0.79,0.88,0.81,0.82,175,0.71,0.564,1.14e-11,2.52e-06,6.28e-06,1.58e-05,1.0,False,gfu-bronze
IC230401A,137794,38132005,2023-04-01 16:14:18.906662,60035.67660771601,gfu-bronze,8.17,1.94,4.39,3.16,1.94,2.77,111,4.11,0.274,3.04e-07,1.21e-11,1.0,4e-08,2.65e-06,False,None
IC230405A,137806,8756840,2023-04-05 13:20:20.045502,60039.55578756369,gfu-bronze,120.85,9.75,2.81,5.45,2.11,1.82,110,2.84,0.299,2.73e-10,7.91e-07,4.55e-07,2.24e-06,1.0,False,None
IC230416A,137840,57034692,2023-04-16 05:22:26.150574,60050.2239137798,gfu-bronze,345.85,9.14,0.88,0.97,0.75,0.76,127,2.53,0.341,1.82e-07,2.03e-07,0.000234,7.44e-05,1.0,False,None
IC230506A,137910,29871391,2023-05-06 15:53:45.937719,60070.66233724213,gfu-gold,50.19,21.06,4.57,2.99,2.14,3.48,211,0.76,0.643,2.16e-05,6.14e-09,1.0,1.26e-07,1.17e-06,False,"gfu-bronze,hese-bronze"
IC230511A,137932,1791376,2023-05-11 18:03:50.104434,60075.75266324577,gfu-bronze,17.05,37.08,3.96,3.6,4.19,3.84,167,0.49,0.546,2.23e-10,2.76e-07,4.93e-05,1.11e-05,1.0,False,None
IC230524A,137971,11526243,2023-05-24 11:09:36.248723,60088.46500287874,gfu-bronze,318.43,2.84,3.52,2.55,2.39,2.47,109,4.25,0.267,1.68e-07,3.93e-07,0.00105,0.00172,0.997,False,None
IC230603A,138005,24780443,2023-06-03 05:00:47.130120,60098.20887882084,gfu-bronze,68.2,24.21,2.55,2.99,2.51,2.06,145,1.24,0.456,2.04e-12,8.08e-08,1e-08,7.41e-06,1.0,False,None
IC230707A,138125,11333473,2023-07-07 16:58:50.035539,60132.70752355949,gfu-gold,269.03,-1.94,0.88,0.7,0.52,0.52,280,0.44,0.663,0.000132,8.72e-10,1.0,5.57e-07,0.00025,False,"ehe-gold,gfu-bronze,hese-bronze"
IC230707B,138125,29513102,2023-07-07 18:56:51.435389,60132.7894842059,gfu-bronze,127.18,20.74,10.63,8.96,9.25,9.95,154,1.36,0.466,1.63e-11,8.32e-07,1.04e-07,2.01e-05,1.0,False,None
IC230708A,138131,35302784,2023-07-08 08:17:05.211280,60133.34519920464,gfu-gold,270.7,8.46,4.13,4.83,2.41,2.88,208,0.94,0.56,1.22e-11,1.25e-08,7.66e-06,1.42e-06,1.0,False,gfu-bronze
IC230724A,138181,66037171,2023-07-24 01:49:13.38,60149.0758493,gfu-gold,32.52,-1.87,0.58,0.4,0.23,0.33,191,1.1738,0.526,8.03e-09,6.6e-09,0.00735,2.08e-06,0.993,False,gfu-bronze
IC230725A,138193,21103478,2023-07-25 21:30:51.063687,60150.89642434823,gfu-bronze,327.04,12.33,2.2,2.02,1.3,1.76,145,1.68,0.394,2.27e-07,2.18e-10,1.0,3.76e-09,0.000132,False,None
IC230727A,138198,44334860,2023-07-27 16:05:39.630288,60152.67059757279,gfu-bronze,33.66,7.63,1.14,0.7,0.6,0.68,113,3.38,0.294,4.88e-06,9.16e-10,1.0,1.08e-07,5.29e-05,False,None
IC230914A,138354,45413430,2023-09-14 05:21:03.717216,60201.22295969,gfu-bronze,163.83,31.83,2.55,2.02,2.08,1.77,168,0.88,0.544,2.76e-13,8.77e-08,3.22e-08,2.96e-07,1.0,False,None
IC231004A,138415,56188508,2023-10-04 14:39:41.180329,60221.61089329085,gfu-gold,143.79,25.04,1.05,0.97,1.15,0.99,442,0.45,0.842,8.75e-11,1.44e-08,0.000144,6.87e-05,1.0,False,gfu-bronze
IC231014A,138449,20481611,2023-10-14 22:00:06.269328,60231.91673922834,gfu-bronze,297.16,1.34,2.72,4.57,1.27,1.19,105,4.85,0.254,7.88e-09,1.3e-06,8.94e-06,9.41e-05,1.0,False,None
